Date,UPI Banks,Volume (Mn) By Customers,Value (Cr) by Customers,Month,Year,Sentiment_Score_GooglePay,Sentiment_Score_PhonePe,Sentiment_Score_Paytm
26-11-2020,Google Pay,437.2145367,52585.26016,November,2020,-0.3313,,
27-11-2020,Google Pay,403.4793281,49778.34173,November,2020,0.587566667,,-0.5859
28-11-2020,Google Pay,410.4328748,57806.06449,November,2020,0.00178,,
29-11-2020,Google Pay,351.2323108,47022.61809,November,2020,-0.185133333,,-0.9829
30-11-2020,Google Pay,439.1781151,39371.82639,November,2020,-0.2732,,
01-11-2020,PhonePe,491.7839771,58287.68704,November,2020,0.06425,,
02-11-2020,PhonePe,483.7046043,53361.35154,November,2020,-0.33185,,
03-11-2020,PhonePe,523.1633826,58836.79586,November,2020,0.349166667,,0.9322
04-11-2020,PhonePe,572.6808311,57263.54624,November,2020,0.40306,,
05-11-2020,PhonePe,598.7214542,60868.39705,November,2020,0.392533333,,
06-11-2020,PhonePe,514.7184083,55801.15571,November,2020,0.2141,,
07-11-2020,PhonePe,627.4775598,59011.52393,November,2020,0.3599375,,
08-11-2020,PhonePe,547.6039102,64965.94358,November,2020,0.2368,,-0.7003
09-11-2020,PhonePe,601.7181987,51454.25276,November,2020,-0.01598,,0.7706
10-11-2020,PhonePe,469.4006635,52536.751,November,2020,0.193485714,,
11-11-2020,PhonePe,532.9683803,63208.05582,November,2020,-0.04835,,
12-11-2020,PhonePe,536.6363544,43542.99399,November,2020,0.481671429,,
13-11-2020,PhonePe,578.4443028,59495.43057,November,2020,0.22732,,0.1513
14-11-2020,PhonePe,582.5683257,64398.39398,November,2020,-0.2244,,
15-11-2020,PhonePe,566.631078,54010.06434,November,2020,,,0.4215
16-11-2020,PhonePe,499.045997,54748.89993,November,2020,-0.469833333,,
17-11-2020,PhonePe,437.857025,60580.14504,November,2020,-0.7501,,0.2023
18-11-2020,PhonePe,535.0336207,55273.48594,November,2020,-0.3491,,-0.0289
19-11-2020,PhonePe,478.477878,50569.86702,November,2020,0.6908,,-0.2263
20-11-2020,PhonePe,578.012997,53718.4272,November,2020,0.085825,,0.5739
21-11-2020,PhonePe,561.0400858,51643.8092,November,2020,-0.104833333,,
22-11-2020,PhonePe,541.4905528,60030.83942,November,2020,0.6314,,
23-11-2020,PhonePe,618.6365895,55300.46671,November,2020,0.9076,,
24-11-2020,PhonePe,601.5398396,58352.52159,November,2020,0.1058,,-0.9486
25-11-2020,PhonePe,469.1436374,53933.83636,November,2020,0.25025,,
26-11-2020,PhonePe,504.1385536,60339.21131,November,2020,-0.3313,,
27-11-2020,PhonePe,550.6862798,55376.57353,November,2020,0.587566667,,-0.5859
28-11-2020,PhonePe,564.8150791,54368.17957,November,2020,0.00178,,
29-11-2020,PhonePe,552.0414443,55596.98836,November,2020,-0.185133333,,-0.9829
30-11-2020,PhonePe,594.847,66810.30558,November,2020,-0.2732,,
01-11-2020,Paytm Payments Bank App,117.5451654,7544.444163,November,2020,0.06425,,
02-11-2020,Paytm Payments Bank App,119.1496538,7456.122165,November,2020,-0.33185,,
03-11-2020,Paytm Payments Bank App,137.834068,8539.227288,November,2020,0.349166667,,0.9322
04-11-2020,Paytm Payments Bank App,134.1571158,8567.377136,November,2020,0.40306,,
05-11-2020,Paytm Payments Bank App,117.9153323,7530.957574,November,2020,0.392533333,,
06-11-2020,Paytm Payments Bank App,122.4713791,6926.419313,November,2020,0.2141,,
07-11-2020,Paytm Payments Bank App,98.91393189,8871.896472,November,2020,0.3599375,,
08-11-2020,Paytm Payments Bank App,135.3471216,7661.222388,November,2020,0.2368,,-0.7003
09-11-2020,Paytm Payments Bank App,125.8698385,7435.496577,November,2020,-0.01598,,0.7706
10-11-2020,Paytm Payments Bank App,153.3528451,8684.868575,November,2020,0.193485714,,
11-11-2020,Paytm Payments Bank App,124.7043974,8277.445787,November,2020,-0.04835,,
12-11-2020,Paytm Payments Bank App,122.6881958,7530.741602,November,2020,0.481671429,,
13-11-2020,Paytm Payments Bank App,110.1022901,7658.711382,November,2020,0.22732,,0.1513
14-11-2020,Paytm Payments Bank App,112.2355715,7905.326353,November,2020,-0.2244,,
15-11-2020,Paytm Payments Bank App,126.9499738,7254.548684,November,2020,,,0.4215
16-11-2020,Paytm Payments Bank App,117.2608422,7281.842155,November,2020,-0.469833333,,
17-11-2020,Paytm Payments Bank App,125.2585132,7286.428706,November,2020,-0.7501,,0.2023
18-11-2020,Paytm Payments Bank App,112.9862163,7775.164575,November,2020,-0.3491,,-0.0289
19-11-2020,Paytm Payments Bank App,138.9257504,8894.615475,November,2020,0.6908,,-0.2263
20-11-2020,Paytm Payments Bank App,137.6227505,7292.213563,November,2020,0.085825,,0.5739
21-11-2020,Paytm Payments Bank App,108.8689965,7652.481884,November,2020,-0.104833333,,
22-11-2020,Paytm Payments Bank App,132.5031509,8354.860416,November,2020,0.6314,,
23-11-2020,Paytm Payments Bank App,96.01271807,6659.363736,November,2020,0.9076,,
24-11-2020,Paytm Payments Bank App,114.6881355,6637.808572,November,2020,0.1058,,-0.9486
25-11-2020,Paytm Payments Bank App,107.4189287,8357.226602,November,2020,0.25025,,
26-11-2020,Paytm Payments Bank App,108.6793604,7795.009392,November,2020,-0.3313,,
27-11-2020,Paytm Payments Bank App,129.3967808,7699.364006,November,2020,0.587566667,,-0.5859
28-11-2020,Paytm Payments Bank App,88.36031735,6598.297391,November,2020,0.00178,,
29-11-2020,Paytm Payments Bank App,109.5897559,9182.842441,November,2020,-0.185133333,,-0.9829
30-11-2020,Paytm Payments Bank App,119.291502,7026.332436,November,2020,-0.2732,,
01-12-2020,Google Pay,354.054052,46461.27938,December,2020,0.50065,,0.1531
02-12-2020,Google Pay,445.9708321,43713.7616,December,2020,,,
03-12-2020,Google Pay,433.2326096,42287.87474,December,2020,-0.15665,,-0.540733333
04-12-2020,Google Pay,355.5793926,50396.2767,December,2020,-0.1432,,
05-12-2020,Google Pay,431.2354596,49467.80456,December,2020,0.142433333,,
06-12-2020,Google Pay,468.3822925,38370.69121,December,2020,0.09975,,-0.0516
07-12-2020,Google Pay,422.6184908,44025.58361,December,2020,-0.00045,,
08-12-2020,Google Pay,421.0771653,46903.47135,December,2020,0.08735,-0.6764,-0.1779
09-12-2020,Google Pay,418.3425878,37822.05755,December,2020,-0.45,,
10-12-2020,Google Pay,419.0193651,45990.9734,December,2020,-0.43445,,
11-12-2020,Google Pay,348.2124278,44367.54599,December,2020,0.74758,,
12-12-2020,Google Pay,457.0737362,49627.10104,December,2020,-0.15,,0.83005
13-12-2020,Google Pay,381.4414825,36327.23597,December,2020,-0.5109,,
14-12-2020,Google Pay,392.4014285,47672.68327,December,2020,-0.1814,-0.6081,
15-12-2020,Google Pay,404.7734143,45214.00682,December,2020,0.020666667,,-0.3818
16-12-2020,Google Pay,384.4722868,42876.78135,December,2020,0.8481,,0.9358
17-12-2020,Google Pay,512.6818817,43955.61444,December,2020,-0.1513,,
18-12-2020,Google Pay,442.9113041,45558.91618,December,2020,,0.1779,
19-12-2020,Google Pay,391.9255188,46714.49184,December,2020,-0.397,,0.8414
20-12-2020,Google Pay,466.3811179,50139.44451,December,2020,0.18495,,
21-12-2020,Google Pay,441.7188442,45094.05498,December,2020,,,
22-12-2020,Google Pay,432.2530634,51135.74414,December,2020,0.413,,
23-12-2020,Google Pay,426.4945955,45313.75568,December,2020,-0.2444,,
24-12-2020,Google Pay,390.0861898,45239.70252,December,2020,-0.196,,-0.501
25-12-2020,Google Pay,448.8471323,48500.62063,December,2020,0.76495,,0.7501
26-12-2020,Google Pay,406.4465437,44806.80774,December,2020,,,0.6124
27-12-2020,Google Pay,466.6300103,39637.37814,December,2020,,,
28-12-2020,Google Pay,396.1335096,43334.79475,December,2020,-0.023433333,,
29-12-2020,Google Pay,387.0410435,41445.93112,December,2020,0.183325,,
30-12-2020,Google Pay,428.0078488,37075.05297,December,2020,-0.058,,
31-12-2020,Google Pay,397.4375504,43446.84658,December,2020,0.9712,,
01-12-2020,PhonePe,612.7002031,61981.23216,December,2020,0.50065,,0.1531
02-12-2020,PhonePe,499.8413456,61746.90297,December,2020,,,
03-12-2020,PhonePe,531.4025804,55192.67397,December,2020,-0.15665,,-0.540733333
04-12-2020,PhonePe,510.7641731,53766.26753,December,2020,-0.1432,,
05-12-2020,PhonePe,543.2673575,58022.47305,December,2020,0.142433333,,
06-12-2020,PhonePe,497.7638752,57244.80496,December,2020,0.09975,,-0.0516
07-12-2020,PhonePe,528.1141334,54584.58743,December,2020,-0.00045,,
08-12-2020,PhonePe,587.0582506,53225.06423,December,2020,0.08735,-0.6764,-0.1779
09-12-2020,PhonePe,602.6692453,56001.74884,December,2020,-0.45,,
10-12-2020,PhonePe,474.7674625,63493.27158,December,2020,-0.43445,,
11-12-2020,PhonePe,594.9293769,58851.72132,December,2020,0.74758,,
12-12-2020,PhonePe,530.5916886,47651.95642,December,2020,-0.15,,0.83005
13-12-2020,PhonePe,583.1106037,54805.42577,December,2020,-0.5109,,
14-12-2020,PhonePe,415.2830189,62448.62462,December,2020,-0.1814,-0.6081,
15-12-2020,PhonePe,553.7998948,57739.67004,December,2020,0.020666667,,-0.3818
16-12-2020,PhonePe,502.0048865,57606.88235,December,2020,0.8481,,0.9358
17-12-2020,PhonePe,520.1985018,62688.93764,December,2020,-0.1513,,
18-12-2020,PhonePe,474.9010776,58343.27289,December,2020,,0.1779,
19-12-2020,PhonePe,475.0979091,54777.3639,December,2020,-0.397,,0.8414
20-12-2020,PhonePe,566.66706,49554.64216,December,2020,0.18495,,
21-12-2020,PhonePe,553.2205543,61752.59387,December,2020,,,
22-12-2020,PhonePe,612.1513613,58829.71234,December,2020,0.413,,
23-12-2020,PhonePe,531.3178908,67506.87841,December,2020,-0.2444,,
24-12-2020,PhonePe,539.3192374,45333.76913,December,2020,-0.196,,-0.501
25-12-2020,PhonePe,462.114759,59411.69733,December,2020,0.76495,,0.7501
26-12-2020,PhonePe,473.079109,45379.91918,December,2020,,,0.6124
27-12-2020,PhonePe,494.1874623,59557.38895,December,2020,,,
28-12-2020,PhonePe,543.5113172,69911.34952,December,2020,-0.023433333,,
29-12-2020,PhonePe,550.9313635,53999.56901,December,2020,0.183325,,
30-12-2020,PhonePe,596.0496965,62271.74621,December,2020,-0.058,,
31-12-2020,PhonePe,510.8134739,50325.78207,December,2020,0.9712,,
01-12-2020,Paytm Payments Bank App,155.1706922,8572.705799,December,2020,0.50065,,0.1531
02-12-2020,Paytm Payments Bank App,145.9946449,9686.624758,December,2020,,,
03-12-2020,Paytm Payments Bank App,137.639256,8577.378739,December,2020,-0.15665,,-0.540733333
04-12-2020,Paytm Payments Bank App,145.7904441,8049.584797,December,2020,-0.1432,,
05-12-2020,Paytm Payments Bank App,149.9033328,8974.006867,December,2020,0.142433333,,
06-12-2020,Paytm Payments Bank App,128.2862162,7272.431445,December,2020,0.09975,,-0.0516
07-12-2020,Paytm Payments Bank App,125.7801802,10397.31622,December,2020,-0.00045,,
08-12-2020,Paytm Payments Bank App,145.0193661,8646.421291,December,2020,0.08735,-0.6764,-0.1779
09-12-2020,Paytm Payments Bank App,145.6623621,8791.452351,December,2020,-0.45,,
10-12-2020,Paytm Payments Bank App,148.3798472,8544.809985,December,2020,-0.43445,,
11-12-2020,Paytm Payments Bank App,156.0833053,8665.377577,December,2020,0.74758,,
12-12-2020,Paytm Payments Bank App,155.192584,8422.915218,December,2020,-0.15,,0.83005
13-12-2020,Paytm Payments Bank App,144.0433569,8669.340078,December,2020,-0.5109,,
14-12-2020,Paytm Payments Bank App,138.0293301,8650.345588,December,2020,-0.1814,-0.6081,
15-12-2020,Paytm Payments Bank App,141.2281867,8130.030343,December,2020,0.020666667,,-0.3818
16-12-2020,Paytm Payments Bank App,141.030992,10130.80593,December,2020,0.8481,,0.9358
17-12-2020,Paytm Payments Bank App,119.0388028,8747.931943,December,2020,-0.1513,,
18-12-2020,Paytm Payments Bank App,137.0189407,10466.9891,December,2020,,0.1779,
19-12-2020,Paytm Payments Bank App,137.5851361,8682.035101,December,2020,-0.397,,0.8414
20-12-2020,Paytm Payments Bank App,167.1306693,8090.137577,December,2020,0.18495,,
21-12-2020,Paytm Payments Bank App,120.5165874,8639.884443,December,2020,,,
22-12-2020,Paytm Payments Bank App,139.296883,9505.59456,December,2020,0.413,,
23-12-2020,Paytm Payments Bank App,153.5882255,9415.657664,December,2020,-0.2444,,
24-12-2020,Paytm Payments Bank App,139.2071005,8362.143711,December,2020,-0.196,,-0.501
25-12-2020,Paytm Payments Bank App,132.9039571,8628.237814,December,2020,0.76495,,0.7501
26-12-2020,Paytm Payments Bank App,157.1761248,8091.747883,December,2020,,,0.6124
27-12-2020,Paytm Payments Bank App,133.1207987,7138.855307,December,2020,,,
28-12-2020,Paytm Payments Bank App,164.8764069,6858.043934,December,2020,-0.023433333,,
29-12-2020,Paytm Payments Bank App,124.8255615,7010.887701,December,2020,0.183325,,
30-12-2020,Paytm Payments Bank App,140.9560671,7726.54131,December,2020,-0.058,,
31-12-2020,Paytm Payments Bank App,149.7322048,8880.759324,December,2020,0.9712,,
01-01-2021,Google Pay,1005.431028,217414.5004,January,2021,,-0.05135,
02-01-2021,Google Pay,1072.493214,190887.756,January,2021,-0.3844,,
03-01-2021,Google Pay,975.8531242,199678.7015,January,2021,-0.7751,,
04-01-2021,Google Pay,979.8014273,211370.8285,January,2021,,0.5082,
05-01-2021,Google Pay,934.0579941,187349.5066,January,2021,-0.030733333,0.5783,
06-01-2021,Google Pay,1002.221686,219592.5551,January,2021,,,0.0751
07-01-2021,Google Pay,1094.007209,196307.757,January,2021,0.6824,0.6124,-0.2241
08-01-2021,Google Pay,1098.326799,190168.2721,January,2021,0.80055,,
09-01-2021,Google Pay,742.4529914,209491.2333,January,2021,,0.8196,
10-01-2021,Google Pay,1127.762218,187409.0385,January,2021,0.141,0.9371,
11-01-2021,Google Pay,1004.774477,197224.9278,January,2021,,0.0727,
12-01-2021,Google Pay,924.7181153,231844.2182,January,2021,-0.3254,-0.14525,
13-01-2021,Google Pay,1162.515937,191210.9269,January,2021,,-0.807,
14-01-2021,Google Pay,998.1552414,202188.8437,January,2021,-0.02208,0.60895,
15-01-2021,Google Pay,1180.155146,216332.8093,January,2021,-0.9605,0.3182,
16-01-2021,Google Pay,1152.611762,211654.6536,January,2021,-0.17595,0.07065,0.768633333
17-01-2021,Google Pay,896.8822366,217204.605,January,2021,,-0.26205,
18-01-2021,Google Pay,1045.695696,170980.7747,January,2021,,0.8927,
19-01-2021,Google Pay,864.6989672,210656.1705,January,2021,,0.0559,0.5106
20-01-2021,Google Pay,1118.181808,180583.1592,January,2021,,,
21-01-2021,Google Pay,1058.445128,196697.638,January,2021,,-0.30665,
22-01-2021,Google Pay,1067.979235,253648.3634,January,2021,0.9358,-0.7351,
23-01-2021,Google Pay,1017.519245,180084.5008,January,2021,,-0.8079,-0.9306
24-01-2021,Google Pay,980.4414642,218988.4759,January,2021,-0.2201,-0.8338,
25-01-2021,Google Pay,997.6237839,223358.6359,January,2021,,0.8979,
26-01-2021,Google Pay,855.4635857,201869.4008,January,2021,0.8705,-0.06135,
27-01-2021,Google Pay,1133.181231,227333.3882,January,2021,-0.558266667,-0.6798,0.5023
28-01-2021,Google Pay,1028.426874,232162.8711,January,2021,-0.752,-0.687366667,
29-01-2021,Google Pay,1266.405908,250095.2133,January,2021,-0.2445,,
30-01-2021,Google Pay,1116.654261,183587.0531,January,2021,-0.9158,-0.11095,0.9464
31-01-2021,Google Pay,1049.963213,205090.4191,January,2021,,,
01-01-2021,PhonePe,1381.390701,270783.5987,January,2021,,-0.05135,
02-01-2021,PhonePe,1343.590056,262476.1789,January,2021,-0.3844,,
03-01-2021,PhonePe,1259.558242,288399.7818,January,2021,-0.7751,,
04-01-2021,PhonePe,1473.793577,264505.8697,January,2021,,0.5082,
05-01-2021,PhonePe,1393.501623,302520.7283,January,2021,-0.030733333,0.5783,
06-01-2021,PhonePe,1287.18235,248578.9838,January,2021,,,0.0751
07-01-2021,PhonePe,1388.847474,201547.5479,January,2021,0.6824,0.6124,-0.2241
08-01-2021,PhonePe,1251.950462,235601.3549,January,2021,0.80055,,
09-01-2021,PhonePe,1319.121319,264135.2955,January,2021,,0.8196,
10-01-2021,PhonePe,1363.364388,315806.8206,January,2021,0.141,0.9371,
11-01-2021,PhonePe,1213.246153,243149.412,January,2021,,0.0727,
12-01-2021,PhonePe,1349.67347,237652.7815,January,2021,-0.3254,-0.14525,
13-01-2021,PhonePe,1351.123101,242326.1155,January,2021,,-0.807,
14-01-2021,PhonePe,1638.365308,277026.0301,January,2021,-0.02208,0.60895,
15-01-2021,PhonePe,1430.940993,272519.0989,January,2021,-0.9605,0.3182,
16-01-2021,PhonePe,1370.532027,267370.2431,January,2021,-0.17595,0.07065,0.768633333
17-01-2021,PhonePe,937.412488,239340.0907,January,2021,,-0.26205,
18-01-2021,PhonePe,1053.92951,266960.3134,January,2021,,0.8927,
19-01-2021,PhonePe,1441.259108,242026.4579,January,2021,,0.0559,0.5106
20-01-2021,PhonePe,1071.613366,252419.793,January,2021,,,
21-01-2021,PhonePe,1362.840257,275997.0569,January,2021,,-0.30665,
22-01-2021,PhonePe,1367.72019,280577.6688,January,2021,0.9358,-0.7351,
23-01-2021,PhonePe,1557.9834,295256.8703,January,2021,,-0.8079,-0.9306
24-01-2021,PhonePe,1191.164346,246174.7919,January,2021,-0.2201,-0.8338,
25-01-2021,PhonePe,1411.976478,292535.5261,January,2021,,0.8979,
26-01-2021,PhonePe,1599.991665,237339.8011,January,2021,0.8705,-0.06135,
27-01-2021,PhonePe,1329.261278,185968.1079,January,2021,-0.558266667,-0.6798,0.5023
28-01-2021,PhonePe,1225.936404,292834.2,January,2021,-0.752,-0.687366667,
29-01-2021,PhonePe,1688.729353,227925.3646,January,2021,-0.2445,,
30-01-2021,PhonePe,1566.666404,256226.0694,January,2021,-0.9158,-0.11095,0.9464
31-01-2021,PhonePe,1138.927567,243391.9361,January,2021,,,
01-01-2021,Paytm Payments Bank App,347.0793263,37503.12029,January,2021,,-0.05135,
02-01-2021,Paytm Payments Bank App,359.5799541,31690.22717,January,2021,-0.3844,,
03-01-2021,Paytm Payments Bank App,314.0019175,36730.75144,January,2021,-0.7751,,
04-01-2021,Paytm Payments Bank App,369.5627728,39010.73349,January,2021,,0.5082,
05-01-2021,Paytm Payments Bank App,343.1698826,48041.0974,January,2021,-0.030733333,0.5783,
06-01-2021,Paytm Payments Bank App,344.6422842,34390.0617,January,2021,,,0.0751
07-01-2021,Paytm Payments Bank App,405.4856978,49348.10499,January,2021,0.6824,0.6124,-0.2241
08-01-2021,Paytm Payments Bank App,380.6846713,34724.88853,January,2021,0.80055,,
09-01-2021,Paytm Payments Bank App,305.7654331,43621.53084,January,2021,,0.8196,
10-01-2021,Paytm Payments Bank App,339.1876589,41339.53758,January,2021,0.141,0.9371,
11-01-2021,Paytm Payments Bank App,307.3892385,42902.85683,January,2021,,0.0727,
12-01-2021,Paytm Payments Bank App,344.6313849,50430.04657,January,2021,-0.3254,-0.14525,
13-01-2021,Paytm Payments Bank App,384.0536318,44195.83042,January,2021,,-0.807,
14-01-2021,Paytm Payments Bank App,353.4729668,38732.6521,January,2021,-0.02208,0.60895,
15-01-2021,Paytm Payments Bank App,348.0305974,40048.81393,January,2021,-0.9605,0.3182,
16-01-2021,Paytm Payments Bank App,338.804347,46067.7344,January,2021,-0.17595,0.07065,0.768633333
17-01-2021,Paytm Payments Bank App,388.0638664,38961.08928,January,2021,,-0.26205,
18-01-2021,Paytm Payments Bank App,345.0503278,41086.79901,January,2021,,0.8927,
19-01-2021,Paytm Payments Bank App,390.8622183,44760.89883,January,2021,,0.0559,0.5106
20-01-2021,Paytm Payments Bank App,363.755309,49964.9691,January,2021,,,
21-01-2021,Paytm Payments Bank App,342.0250726,41649.64673,January,2021,,-0.30665,
22-01-2021,Paytm Payments Bank App,386.9588047,33664.27498,January,2021,0.9358,-0.7351,
23-01-2021,Paytm Payments Bank App,373.3864081,40922.85941,January,2021,,-0.8079,-0.9306
24-01-2021,Paytm Payments Bank App,332.0285866,42130.96096,January,2021,-0.2201,-0.8338,
25-01-2021,Paytm Payments Bank App,331.6143192,43632.19835,January,2021,,0.8979,
26-01-2021,Paytm Payments Bank App,383.8446449,36735.98818,January,2021,0.8705,-0.06135,
27-01-2021,Paytm Payments Bank App,391.9380761,42905.53944,January,2021,-0.558266667,-0.6798,0.5023
28-01-2021,Paytm Payments Bank App,350.7238469,42799.84922,January,2021,-0.752,-0.687366667,
29-01-2021,Paytm Payments Bank App,326.6597408,41618.23242,January,2021,-0.2445,,
30-01-2021,Paytm Payments Bank App,349.4105094,42103.04715,January,2021,-0.9158,-0.11095,0.9464
31-01-2021,Paytm Payments Bank App,357.4182709,46344.73762,January,2021,,,
01-02-2021,Google Pay,837.2374296,139721.963,February,2021,-0.0191,-0.1027,
02-02-2021,Google Pay,810.6401421,174379.3004,February,2021,0.16655,,
03-02-2021,Google Pay,677.9666741,145387.289,February,2021,-0.4524,,
04-02-2021,Google Pay,726.1819212,152355.4122,February,2021,0.8957,0.4552,
05-02-2021,Google Pay,862.7100717,147119.2077,February,2021,0.0822,,0.6474
06-02-2021,Google Pay,817.6727942,192019.3354,February,2021,-0.7035,0.530333333,
07-02-2021,Google Pay,725.0250306,190203.0089,February,2021,0.102,,
08-02-2021,Google Pay,794.034241,139495.1378,February,2021,0.22705,,
09-02-2021,Google Pay,792.7680644,183378.5636,February,2021,,0.6007,-0.3612
10-02-2021,Google Pay,913.186072,175159.9931,February,2021,,0.9242,-0.5574
11-02-2021,Google Pay,945.5428345,155803.9997,February,2021,-0.4668,-0.72665,
12-02-2021,Google Pay,912.8804986,157087.8683,February,2021,,-0.017125,
13-02-2021,Google Pay,837.5181283,181552.2771,February,2021,,0.8933,
14-02-2021,Google Pay,778.8517641,167398.3301,February,2021,0.3889,,
15-02-2021,Google Pay,764.7013389,175529.1,February,2021,,0.4215,
16-02-2021,Google Pay,706.1094325,196119.9656,February,2021,,,
17-02-2021,Google Pay,707.2942458,172558.9165,February,2021,-0.6365,-0.6111,0.3926
18-02-2021,Google Pay,900.1294977,185839.0007,February,2021,,,
19-02-2021,Google Pay,664.1069554,172109.0017,February,2021,0,,
20-02-2021,Google Pay,948.7729227,144112.0384,February,2021,-0.2023,0.222533333,
21-02-2021,Google Pay,915.3452162,163440.5316,February,2021,,-0.3612,
22-02-2021,Google Pay,670.5560141,179069.4085,February,2021,0.3112,,
23-02-2021,Google Pay,936.0818955,152462.5815,February,2021,,-0.34,
24-02-2021,Google Pay,649.11103,199012.4299,February,2021,,,
25-02-2021,Google Pay,730.7100672,166760.1011,February,2021,,,
26-02-2021,Google Pay,761.4365126,174459.1396,February,2021,-0.5614,,
27-02-2021,Google Pay,834.6972511,196155.787,February,2021,0.6686,-0.4716,
28-02-2021,Google Pay,905.7573807,180276.6043,February,2021,-0.4939,0.4873,0.6258
01-02-2021,PhonePe,885.2250149,221734.4677,February,2021,-0.0191,-0.1027,
02-02-2021,PhonePe,922.3261108,196823.8145,February,2021,0.16655,,
03-02-2021,PhonePe,1049.625397,195024.0315,February,2021,-0.4524,,
04-02-2021,PhonePe,1070.191176,207630.8667,February,2021,0.8957,0.4552,
05-02-2021,PhonePe,1012.592955,186875.8111,February,2021,0.0822,,0.6474
06-02-2021,PhonePe,1047.155289,183589.3465,February,2021,-0.7035,0.530333333,
07-02-2021,PhonePe,1194.427399,211757.6227,February,2021,0.102,,
08-02-2021,PhonePe,993.0484097,230713.6211,February,2021,0.22705,,
09-02-2021,PhonePe,1198.537485,182807.5507,February,2021,,0.6007,-0.3612
10-02-2021,PhonePe,1019.647634,192886.2105,February,2021,,0.9242,-0.5574
11-02-2021,PhonePe,1222.829684,199707.6235,February,2021,-0.4668,-0.72665,
12-02-2021,PhonePe,1204.490711,181848.5037,February,2021,,-0.017125,
13-02-2021,PhonePe,1073.601264,246974.1663,February,2021,,0.8933,
14-02-2021,PhonePe,945.3510767,198638.1532,February,2021,0.3889,,
15-02-2021,PhonePe,1046.392247,202980.7899,February,2021,,0.4215,
16-02-2021,PhonePe,943.5941171,234096.5739,February,2021,,,
17-02-2021,PhonePe,1257.554354,181118.9226,February,2021,-0.6365,-0.6111,0.3926
18-02-2021,PhonePe,1119.296057,200057.3819,February,2021,,,
19-02-2021,PhonePe,1069.904162,193772.2007,February,2021,0,,
20-02-2021,PhonePe,1051.24274,203906.8738,February,2021,-0.2023,0.222533333,
21-02-2021,PhonePe,1178.198419,217346.6221,February,2021,,-0.3612,
22-02-2021,PhonePe,1146.796282,233020.6992,February,2021,0.3112,,
23-02-2021,PhonePe,1019.551901,210800.0434,February,2021,,-0.34,
24-02-2021,PhonePe,1145.812828,208372.4075,February,2021,,,
25-02-2021,PhonePe,1115.68496,215097.0625,February,2021,,,
26-02-2021,PhonePe,1089.425445,224302.7372,February,2021,-0.5614,,
27-02-2021,PhonePe,1122.514035,225018.6743,February,2021,0.6686,-0.4716,
28-02-2021,PhonePe,863.6148702,213029.4964,February,2021,-0.4939,0.4873,0.6258
01-02-2021,Paytm Payments Bank App,246.1322719,34034.46024,February,2021,-0.0191,-0.1027,
02-02-2021,Paytm Payments Bank App,226.7097017,37440.86624,February,2021,0.16655,,
03-02-2021,Paytm Payments Bank App,244.7736067,35063.04068,February,2021,-0.4524,,
04-02-2021,Paytm Payments Bank App,330.0091012,31773.43432,February,2021,0.8957,0.4552,
05-02-2021,Paytm Payments Bank App,261.0259484,33247.87007,February,2021,0.0822,,0.6474
06-02-2021,Paytm Payments Bank App,307.4363077,36267.59918,February,2021,-0.7035,0.530333333,
07-02-2021,Paytm Payments Bank App,304.6369071,32653.1586,February,2021,0.102,,
08-02-2021,Paytm Payments Bank App,289.0227018,33023.32806,February,2021,0.22705,,
09-02-2021,Paytm Payments Bank App,314.0821088,37517.7987,February,2021,,0.6007,-0.3612
10-02-2021,Paytm Payments Bank App,264.9313872,41149.28357,February,2021,,0.9242,-0.5574
11-02-2021,Paytm Payments Bank App,282.2663189,39612.60583,February,2021,-0.4668,-0.72665,
12-02-2021,Paytm Payments Bank App,276.1579702,29832.43388,February,2021,,-0.017125,
13-02-2021,Paytm Payments Bank App,288.8968513,32705.16042,February,2021,,0.8933,
14-02-2021,Paytm Payments Bank App,263.9581148,35507.85573,February,2021,0.3889,,
15-02-2021,Paytm Payments Bank App,305.9425168,32808.28548,February,2021,,0.4215,
16-02-2021,Paytm Payments Bank App,338.8669011,37368.891,February,2021,,,
17-02-2021,Paytm Payments Bank App,299.0022149,31451.36881,February,2021,-0.6365,-0.6111,0.3926
18-02-2021,Paytm Payments Bank App,244.3558962,27497.64331,February,2021,,,
19-02-2021,Paytm Payments Bank App,269.2218201,36769.12618,February,2021,0,,
20-02-2021,Paytm Payments Bank App,284.1850812,36918.48611,February,2021,-0.2023,0.222533333,
21-02-2021,Paytm Payments Bank App,302.9576174,31652.79789,February,2021,,-0.3612,
22-02-2021,Paytm Payments Bank App,231.9511377,32870.40782,February,2021,0.3112,,
23-02-2021,Paytm Payments Bank App,321.6736538,29280.1371,February,2021,,-0.34,
24-02-2021,Paytm Payments Bank App,303.4335735,26566.14395,February,2021,,,
25-02-2021,Paytm Payments Bank App,284.2338205,31104.54154,February,2021,,,
26-02-2021,Paytm Payments Bank App,285.126012,27568.45596,February,2021,-0.5614,,
27-02-2021,Paytm Payments Bank App,298.5299714,37377.24715,February,2021,0.6686,-0.4716,
28-02-2021,Paytm Payments Bank App,290.8465858,31726.7295,February,2021,-0.4939,0.4873,0.6258
01-03-2021,Google Pay,871.956218,231804.0993,March,2021,,,-0.4569
02-03-2021,Google Pay,980.1461064,188245.2052,March,2021,0.7277,-0.656,
